,Name,Review_raw,Overall,Food,Service,Ambiance
406,OpenTable Diner,"The food and service were sensational, as always.  The pricing is abnormally high, even for a nice restaurant.  It's a special occasion type of place and a treat, but I would not call it a neighborhood gem.",5,5,5,5
407,RichardM,Excellent seafood. Excellent wine selection. Wonderful service. A class act all the way,5,5,5,4
408,AndrewK,"Service fabulous.
Was able to custom order a salmon filet not on the menu.",5,5,5,5
409,FB0037Foodie,"This was a truly great experience. Mostly because of how it was handled. After an hour after being seated we had to ask where our appetizers were, because others had received theirs. Our server, Tom, and the manager, JJ, both apologized and took complete ownership of the error, where others might have sought to divert blame. They not only comped the bill, but repeatedly apologized for the mistake. That they were honest and admitted the mistake was appreciated. My husband and I know things happen and don’t hold blame, and will be glad to return.",5,5,5,4
410,Susan,"I hesitate to write this review only because I love BlackSalt's food and service so much and reservations are increasingly competitive. The food is always fresh and beautifully presented, with an amazing balance of tastes, textures and food categories. We go there for eating in our neighborhood and also for special occassions, which they do beautifully without making an overly embarrassing fuss. Service is impeccible and recommendations are tailored to the individual's tastes, not their daily specials. It is world-class outstanding.",5,5,5,5
411,OpenTable Diner,I love it! I go all the time for any occasion. The service and food are always the best every time I go.,5,5,5,5
412,SRICKS,"Perfect.  Food was great.  Service was great.  Everything was really great.  It’s BlackSalt, for goodness sake",5,5,5,5
413,LoriR,"Always a special experience.  JJ and his team of professionals never disappoint.  Love the restaurant, menu, staff and beverage selection!",5,5,5,5
414,OpenTable Diner,"The food, as always, was excellent and the service was superb.",5,5,5,5
415,Meltedcheese,"The food was very good.  The service was OK.  They forgot to bring us bread, and the rest of the service was OK.

The food was great.  We had 6 west coast oysters to start and they were great.  I had the halibut and my spouse had the crab cake.  We shared the dark chocolate cake dessert.

If the service had been a little better, they would have scored a five.",4,5,3,3
416,bailey,Raw oysters and seared scallops were our favorites.  One can always rely on a great meal here.,5,5,5,5
417,KimM,"Great food, attentive staff, and excellent atmosphere!",5,5,5,5
418,RaGs,"There is nothing bad I will say about Black Salt.  The food was good (not outstanding), service was very good.  I have had the same foods at other places which were much better and for either the same price or less.

Simply there is nothing wrong with the restaurant but it did not leave me wanting to go back.",3,3,4,4
419,PaulK,"What can I say? This was probably one of the finest, if not thee finest, dining experiences I've ever had. The friends...lovely.  The food...outstanding. The service...impeccable. The BlackSalt staff made my wife's birthday celebration something special, and I cannot thank them more. Whether it's for a casual dinner or a special occasion, go to BlackSalt. You'll not be disappointed with the choice.",5,5,5,5
420,OpenTable Diner,"Blacksalt had a rare off day. We each revisited dishes we had on previous visits. Our favorite, the clam chowder, was nearly flavorless. There were also issues with the halibut’s flavor, though it was crispy and perfectly cooked. The service was good and all the staff were friendly. We will go there again but hope that the next meal will be more consistent with our previous visits.",3,2,5,4
421,Janet,"Our server Donee and other staff members were excellent.  My main dish (seabass) had a bit too much olive taste for my palate, but I loved the appetizer (seasonal salad) and dessert (chocolate-peanut butter creation).  My dinner companions love their meals.  It was my birthday, and a nice little chocolate mousse w/candle was presented, along with a copy of the menu to commemorate the evening.  We'll be back.",4,4,5,5
422,OpenTable Diner,"The food here is always amazing and so delicious! The seafood is the freshest possible and the dishes are drool worthy. The staff is friendly, knowledgeable, helpful and attentive. Highly recommend!",5,5,5,5
423,DCDiners,Always great seafood that is well-prepared.  It will be even better when they get back the wood fired grill,5,5,5,5
424,StacyF,Our experience at Blacksalt was perfection! Excellent service & the most delicious food! You will not be disappointed!,5,5,5,5
425,StephanieH,"Excellent service, food, and lovely presentation. We will be back!",5,5,5,5
426,JeffP,"Great food, just wish there was a little more of it.",5,5,5,5
427,dannyo,The food is excellent and consistently good. The host and staff are kind and attentive.,5,5,5,4
428,Mari,"Always fantastic. Our go-to for a nice dinner! The service is wonderful, the food is great, they are always willing to accommodate any dietary restrictions and still make it delicious! Jim is attentive, polite, and always making sure everyone is cared for.",5,5,5,5
429,OpenTable Diner,"Great food and excellent service.   Fresh seafood is the specialty. Atmosphere is nice,  very  classy.    Unfortunately, as is so often the case nowadays, many / most of the diners were rather shabbily dressed.  On a Saturday evening no less!  Come on, people!
Had to ding the restaurant a little bit because the prices are quite high.  But a great experience nonetheless.",4,5,5,4
430,Partridgepeg,"Best oysters on the half-shell for selection, freshness, shucking, and presentation -- nuff said.",4,5,5,4
431,local,"We had a great meal! Service was attentive and food was great.  We have not been to Blacksalt for full dinner for ages and it was a treat, our Boston foodie relatives also enjoyed their meal (including the Dover sole) very much. The scallop starter, which my husband and I split, was outstanding. And the dinner version of Addies mussels was great.",5,5,5,5
432,Debbie,Food was quite good. I had the crab cakes. Not greasy and the sauce was terrific. The service was great. We were the last people to leave and did not feel rushed at all.,4,5,4,4
433,PaulineF,"I celebrated my birthday there yesterday with a friend. Everything we ate was very good and the    service was as good as it gets anywhere. Prices were a bit high though, so be prepared.",5,4,5,4
434,stacey,BlackSalt was the perfect place to celebrate a birthday! Everything we had — from cocktails and appetizers to dessert — was incredible. Really great flavors topped off with wonderful service. Can’t wait to go back!,5,5,5,5
435,BillyT,"As always our go to for quality fish from either the market or for dinning.  Easily, the finest in the DC area.",5,5,5,5
436,Dewey2RB,Exceptional service and brunch was excellent! We had special requests with our orders and everything was perfect and delicious,5,5,5,5
437,JohnB,loved the Belgian waffles for brunch.  The salmon and eggs were also great.,5,5,5,5
438,OpenTable Diner,"Outstanding!  Great ambience, food and service were great.  Get the mushroom soup and the cheesecake was terrific.",5,5,5,5
439,CatherineB,Outstanding service.  Raw oysters were sweet and Rhode Island calamari divine.  Red snapper was best ever!,5,5,5,5
440,FoodForThought,"Quality of food was good, but price points on some items were inconsistent with other seafood dining experiences.  Additionally, I'd highly recommend kids under 10 not join your party.  Food selection for kids under 10 was dismal.  No French Fries! That's a classic menu item for kids.",2,2,2,2
